case_id,group,workload,role,kind,link,shift,regime,intensity,status,reference_safe,reference_cache_key,workload_fingerprint,scaled_workload_fingerprint,partition_fingerprint,profile_fingerprint,point_id,sla_label,grid_fingerprint,raw_safe,evaluator_safe,legacy_result,ttft_s,tpot_s
h106-o1100-d120-heterogeneous-slow-prefill-shift2,h106-o1100-d120-heterogeneous-slow,h106-o1100-d120,primary,heterogeneous,slow,2,prefill,16.384,ok,False,f239b18b5091c6e8d32f44e7260bb1531978770eb36b5ea797d32077918de26e,a9392ae2dcb654273e12717aafeb6e32f31621289c9beaa659312490e267c033,2a3675e9286487b98c83f3c082078f7c4a1a796ee2024462fdacbe25f0c1435a,28c1988a16176606b98bb698f364a8186a22f6fcf05c5eb9216ed183457dfb0d,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,94cfad0e44e574a3c403cc519ceef4cc245be5298fb84a61127e4b0e836155d9,relaxed-TPOT (fixed TTFT),ab6bb3c0f05b10c9b9410355410663a385ee49028f47a0d8e9ecf694af3197b0,False,False,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":false,""first_violation"":{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00000"",""required"":11.737223803531725,""limit"":10.0,""time_s"":1.946044921875,""side"":""post"",""num_prefill"":6,""num_decode"":1},""first_violations"":[{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00000"",""required"":11.737223803531725,""limit"":10.0,""time_s"":1.946044921875,""side"":""post"",""num_prefill"":6,""num_decode"":1}],""events"":8,""drained"":false,""final_time_s"":1.946044921875,""peak_prefill"":6,""peak_decode"":1,""peak_network_utilization"":0.636320945455228,""peak_memory_bytes"":{""n0"":21359923712.0,""n1"":21359923712.0,""n2"":14269139968.0,""n3"":14269139968.0,""n4"":21359923712.0,""n5"":21359923712.0,""n6"":14269139968.0,""n7"":14269139968.0},""max_accounted_ttft_s"":2.9488344486138196,""max_accounted_tpot_s"":11.737590805131726,""trajectory_hash"":null,""runtime_s"":0.0007754999678581953}",5.2,10.0
h106-o1100-d120-heterogeneous-slow-decode-shift-2,h106-o1100-d120-heterogeneous-slow,h106-o1100-d120,primary,heterogeneous,slow,-2,decode,65.536,ok,False,dd83705ac1b3fe62d883551e0835c2e45d2b0f8f8cd865c6fbb75bf40e54a1ba,a9392ae2dcb654273e12717aafeb6e32f31621289c9beaa659312490e267c033,4c9c18114b9c88c3f0d512259bfae5194efc5adf712e48054cef65f1b41d18ff,b657e2c04ccdd3c497df59aa9f10bb2206ff4463bd44e14b424037095dae77a0,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,09cd88b2c1075c54a3e45262d58592c1679a34a4815fd7b9d95683ccf119a87b,tight-TPOT,ab6bb3c0f05b10c9b9410355410663a385ee49028f47a0d8e9ecf694af3197b0,False,False,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":false,""first_violation"":{""kind"":""network"",""object"":""slow-0"",""required"":343426855.99006045,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},""first_violations"":[{""kind"":""network"",""object"":""slow-0"",""required"":343426855.99006045,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-1"",""required"":343426855.99006045,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-2"",""required"":343426855.99006045,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-3"",""required"":343426855.99006045,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-4"",""required"":343426855.99006045,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-5"",""required"":343426855.99006045,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-6"",""required"":343426855.99006045,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0}],""events"":10,""drained"":false,""final_time_s"":1.37384033203125,""peak_prefill"":10,""peak_decode"":0,""peak_network_utilization"":1.0989659391681934,""peak_memory_bytes"":{""n0"":14433078272.0,""n1"":14433078272.0,""n2"":21577437696.0,""n3"":21577437696.0,""n4"":14433078272.0,""n5"":14433078272.0,""n6"":21577437696.0,""n7"":21577437696.0},""max_accounted_ttft_s"":3.0235864486138198,""max_accounted_tpot_s"":0.0,""trajectory_hash"":null,""runtime_s"":0.000979200005531311}",5.2,0.3
h106-o1100-d120-heterogeneous-slow-prefill-shift-2,h106-o1100-d120-heterogeneous-slow,h106-o1100-d120,primary,heterogeneous,slow,-2,prefill,65.536,ok,False,dd83705ac1b3fe62d883551e0835c2e45d2b0f8f8cd865c6fbb75bf40e54a1ba,a9392ae2dcb654273e12717aafeb6e32f31621289c9beaa659312490e267c033,4c9c18114b9c88c3f0d512259bfae5194efc5adf712e48054cef65f1b41d18ff,b657e2c04ccdd3c497df59aa9f10bb2206ff4463bd44e14b424037095dae77a0,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,c8d7dd49f3150e6c7565e0b0017314c361392d16ce6a68296812eef77447f243,relaxed-TPOT (fixed TTFT),ab6bb3c0f05b10c9b9410355410663a385ee49028f47a0d8e9ecf694af3197b0,False,False,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":false,""first_violation"":{""kind"":""network"",""object"":""slow-0"",""required"":343426855.99006045,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},""first_violations"":[{""kind"":""network"",""object"":""slow-0"",""required"":343426855.99006045,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-1"",""required"":343426855.99006045,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-2"",""required"":343426855.99006045,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-3"",""required"":343426855.99006045,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-4"",""required"":343426855.99006045,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-5"",""required"":343426855.99006045,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-6"",""required"":343426855.99006045,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0}],""events"":10,""drained"":false,""final_time_s"":1.37384033203125,""peak_prefill"":10,""peak_decode"":0,""peak_network_utilization"":1.0989659391681934,""peak_memory_bytes"":{""n0"":14433078272.0,""n1"":14433078272.0,""n2"":21577437696.0,""n3"":21577437696.0,""n4"":14433078272.0,""n5"":14433078272.0,""n6"":21577437696.0,""n7"":21577437696.0},""max_accounted_ttft_s"":3.0235864486138198,""max_accounted_tpot_s"":0.0,""trajectory_hash"":null,""runtime_s"":0.0009613999864086509}",5.2,10.0
h106-o1100-d120-heterogeneous-slow-decode-shift-1,h106-o1100-d120-heterogeneous-slow,h106-o1100-d120,primary,heterogeneous,slow,-1,decode,65.536,ok,False,c28811ae7498e13296f2cae2eaac8bc21803095b74d635bc5cc7a5c3f435031f,a9392ae2dcb654273e12717aafeb6e32f31621289c9beaa659312490e267c033,4c9c18114b9c88c3f0d512259bfae5194efc5adf712e48054cef65f1b41d18ff,2ce50f2ac9bfaaa2ad42bf9ba205035e3c430ac9b5b04034d9a8df27e2452cfb,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,f773825977b1853e53775f2308f35f091d383448300cd6f7e2a8425001a18f9c,tight-TPOT,ab6bb3c0f05b10c9b9410355410663a385ee49028f47a0d8e9ecf694af3197b0,False,False,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":false,""first_violation"":{""kind"":""network"",""object"":""slow-0"",""required"":341479096.9210537,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},""first_violations"":[{""kind"":""network"",""object"":""slow-0"",""required"":341479096.9210537,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-1"",""required"":341479096.9210537,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-2"",""required"":341479096.9210537,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-3"",""required"":341479096.9210537,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-4"",""required"":341479096.9210537,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-5"",""required"":341479096.9210537,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-6"",""required"":341479096.9210537,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0}],""events"":10,""drained"":false,""final_time_s"":1.37384033203125,""peak_prefill"":10,""peak_decode"":0,""peak_network_utilization"":1.0927331101473718,""peak_memory_bytes"":{""n0"":16219168128.0,""n1"":16219168128.0,""n2"":19791347840.0,""n3"":19791347840.0,""n4"":16219168128.0,""n5"":16219168128.0,""n6"":19791347840.0,""n7"":19791347840.0},""max_accounted_ttft_s"":3.0048984486138197,""max_accounted_tpot_s"":0.0,""trajectory_hash"":null,""runtime_s"":0.0009845999884419143}",5.2,0.3
h106-o1100-d120-heterogeneous-slow-prefill-shift-1,h106-o1100-d120-heterogeneous-slow,h106-o1100-d120,primary,heterogeneous,slow,-1,prefill,65.536,ok,False,c28811ae7498e13296f2cae2eaac8bc21803095b74d635bc5cc7a5c3f435031f,a9392ae2dcb654273e12717aafeb6e32f31621289c9beaa659312490e267c033,4c9c18114b9c88c3f0d512259bfae5194efc5adf712e48054cef65f1b41d18ff,2ce50f2ac9bfaaa2ad42bf9ba205035e3c430ac9b5b04034d9a8df27e2452cfb,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,ebc44dfddc5461983f4d839971519e7e4176e440b4082a75281f41e938f918c8,relaxed-TPOT (fixed TTFT),ab6bb3c0f05b10c9b9410355410663a385ee49028f47a0d8e9ecf694af3197b0,False,False,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":false,""first_violation"":{""kind"":""network"",""object"":""slow-0"",""required"":341479096.9210537,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},""first_violations"":[{""kind"":""network"",""object"":""slow-0"",""required"":341479096.9210537,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-1"",""required"":341479096.9210537,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-2"",""required"":341479096.9210537,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-3"",""required"":341479096.9210537,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-4"",""required"":341479096.9210537,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-5"",""required"":341479096.9210537,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-6"",""required"":341479096.9210537,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0}],""events"":10,""drained"":false,""final_time_s"":1.37384033203125,""peak_prefill"":10,""peak_decode"":0,""peak_network_utilization"":1.0927331101473718,""peak_memory_bytes"":{""n0"":16219168128.0,""n1"":16219168128.0,""n2"":19791347840.0,""n3"":19791347840.0,""n4"":16219168128.0,""n5"":16219168128.0,""n6"":19791347840.0,""n7"":19791347840.0},""max_accounted_ttft_s"":3.0048984486138197,""max_accounted_tpot_s"":0.0,""trajectory_hash"":null,""runtime_s"":0.0009987999801523983}",5.2,10.0
h106-o1100-d120-heterogeneous-slow-decode-shift0,h106-o1100-d120-heterogeneous-slow,h106-o1100-d120,primary,heterogeneous,slow,0,decode,65.536,ok,False,2ad072863d5c9c901c290ae8e74b8c5a8c2d7f05522430bcebb1f346a8d63e24,a9392ae2dcb654273e12717aafeb6e32f31621289c9beaa659312490e267c033,4c9c18114b9c88c3f0d512259bfae5194efc5adf712e48054cef65f1b41d18ff,146b774035d3594d13372061734e07a5aadc16969e610aefda5a8204a859ed70,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,efeacc5916ecba9380db47a5a558dfd672b812cadcd3c208008bc4332357cb1b,tight-TPOT,ab6bb3c0f05b10c9b9410355410663a385ee49028f47a0d8e9ecf694af3197b0,False,False,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":false,""first_violation"":{""kind"":""network"",""object"":""slow-0"",""required"":339554799.47859657,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},""first_violations"":[{""kind"":""network"",""object"":""slow-0"",""required"":339554799.47859657,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-1"",""required"":339554799.47859657,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-2"",""required"":339554799.47859657,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-3"",""required"":339554799.47859657,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-4"",""required"":339554799.47859657,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-5"",""required"":339554799.47859657,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-6"",""required"":339554799.47859657,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0}],""events"":10,""drained"":false,""final_time_s"":1.37384033203125,""peak_prefill"":10,""peak_decode"":0,""peak_network_utilization"":1.086575358331509,""peak_memory_bytes"":{""n0"":18005257984.0,""n1"":18005257984.0,""n2"":18005257984.0,""n3"":18005257984.0,""n4"":18005257984.0,""n5"":18005257984.0,""n6"":18005257984.0,""n7"":18005257984.0},""max_accounted_ttft_s"":2.9862104486138197,""max_accounted_tpot_s"":0.0,""trajectory_hash"":null,""runtime_s"":0.0009722999529913068}",5.2,0.3
h106-o1100-d120-heterogeneous-slow-prefill-shift0,h106-o1100-d120-heterogeneous-slow,h106-o1100-d120,primary,heterogeneous,slow,0,prefill,65.536,ok,False,2ad072863d5c9c901c290ae8e74b8c5a8c2d7f05522430bcebb1f346a8d63e24,a9392ae2dcb654273e12717aafeb6e32f31621289c9beaa659312490e267c033,4c9c18114b9c88c3f0d512259bfae5194efc5adf712e48054cef65f1b41d18ff,146b774035d3594d13372061734e07a5aadc16969e610aefda5a8204a859ed70,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,44eb2f024b9cef9c01ccd844e8692f9c008a27f839723cedd411e60feeb98a1f,relaxed-TPOT (fixed TTFT),ab6bb3c0f05b10c9b9410355410663a385ee49028f47a0d8e9ecf694af3197b0,False,False,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":false,""first_violation"":{""kind"":""network"",""object"":""slow-0"",""required"":339554799.47859657,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},""first_violations"":[{""kind"":""network"",""object"":""slow-0"",""required"":339554799.47859657,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-1"",""required"":339554799.47859657,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-2"",""required"":339554799.47859657,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-3"",""required"":339554799.47859657,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-4"",""required"":339554799.47859657,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-5"",""required"":339554799.47859657,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-6"",""required"":339554799.47859657,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0}],""events"":10,""drained"":false,""final_time_s"":1.37384033203125,""peak_prefill"":10,""peak_decode"":0,""peak_network_utilization"":1.086575358331509,""peak_memory_bytes"":{""n0"":18005257984.0,""n1"":18005257984.0,""n2"":18005257984.0,""n3"":18005257984.0,""n4"":18005257984.0,""n5"":18005257984.0,""n6"":18005257984.0,""n7"":18005257984.0},""max_accounted_ttft_s"":2.9862104486138197,""max_accounted_tpot_s"":0.0,""trajectory_hash"":null,""runtime_s"":0.0009531000396236777}",5.2,10.0
h106-o1100-d120-heterogeneous-slow-decode-shift1,h106-o1100-d120-heterogeneous-slow,h106-o1100-d120,primary,heterogeneous,slow,1,decode,65.536,ok,False,b2f3a4758a6d9e35a059fe5d3023a439f86e6d918c69b2657f34c6b81ba078a6,a9392ae2dcb654273e12717aafeb6e32f31621289c9beaa659312490e267c033,4c9c18114b9c88c3f0d512259bfae5194efc5adf712e48054cef65f1b41d18ff,ba13ef36550060e3f7a4b4667f50a991e27998153d38ea216eeabaf182674e2f,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,be61b92a0dc3f56f365634560701bc874b3b538436da74f8f893ed2b059c4b5b,tight-TPOT,ab6bb3c0f05b10c9b9410355410663a385ee49028f47a0d8e9ecf694af3197b0,False,False,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":false,""first_violation"":{""kind"":""network"",""object"":""slow-0"",""required"":337653531.82382107,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},""first_violations"":[{""kind"":""network"",""object"":""slow-0"",""required"":337653531.82382107,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-1"",""required"":337653531.82382107,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-2"",""required"":337653531.82382107,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-3"",""required"":337653531.82382107,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-4"",""required"":337653531.82382107,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-5"",""required"":337653531.82382107,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-6"",""required"":337653531.82382107,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0}],""events"":10,""drained"":false,""final_time_s"":1.37384033203125,""peak_prefill"":10,""peak_decode"":0,""peak_network_utilization"":1.0804913018362274,""peak_memory_bytes"":{""n0"":19791347840.0,""n1"":19791347840.0,""n2"":16219168128.0,""n3"":16219168128.0,""n4"":19791347840.0,""n5"":19791347840.0,""n6"":16219168128.0,""n7"":16219168128.0},""max_accounted_ttft_s"":2.9675224486138196,""max_accounted_tpot_s"":0.0,""trajectory_hash"":null,""runtime_s"":0.0009637000039219856}",5.2,0.3
h106-o1100-d120-heterogeneous-slow-prefill-shift1,h106-o1100-d120-heterogeneous-slow,h106-o1100-d120,primary,heterogeneous,slow,1,prefill,65.536,ok,False,b2f3a4758a6d9e35a059fe5d3023a439f86e6d918c69b2657f34c6b81ba078a6,a9392ae2dcb654273e12717aafeb6e32f31621289c9beaa659312490e267c033,4c9c18114b9c88c3f0d512259bfae5194efc5adf712e48054cef65f1b41d18ff,ba13ef36550060e3f7a4b4667f50a991e27998153d38ea216eeabaf182674e2f,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,1663ad56499bbd6b6c8591d22ff17a4fa5e31bcb3ef750772f97f9a6f39a0f8e,relaxed-TPOT (fixed TTFT),ab6bb3c0f05b10c9b9410355410663a385ee49028f47a0d8e9ecf694af3197b0,False,False,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":false,""first_violation"":{""kind"":""network"",""object"":""slow-0"",""required"":337653531.82382107,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},""first_violations"":[{""kind"":""network"",""object"":""slow-0"",""required"":337653531.82382107,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-1"",""required"":337653531.82382107,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-2"",""required"":337653531.82382107,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-3"",""required"":337653531.82382107,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-4"",""required"":337653531.82382107,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-5"",""required"":337653531.82382107,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-6"",""required"":337653531.82382107,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0}],""events"":10,""drained"":false,""final_time_s"":1.37384033203125,""peak_prefill"":10,""peak_decode"":0,""peak_network_utilization"":1.0804913018362274,""peak_memory_bytes"":{""n0"":19791347840.0,""n1"":19791347840.0,""n2"":16219168128.0,""n3"":16219168128.0,""n4"":19791347840.0,""n5"":19791347840.0,""n6"":16219168128.0,""n7"":16219168128.0},""max_accounted_ttft_s"":2.9675224486138196,""max_accounted_tpot_s"":0.0,""trajectory_hash"":null,""runtime_s"":0.0009541999897919595}",5.2,10.0
h106-o1100-d120-heterogeneous-slow-decode-shift2,h106-o1100-d120-heterogeneous-slow,h106-o1100-d120,primary,heterogeneous,slow,2,decode,65.536,ok,False,7a543a26c1914132fba5c8f29398b1cf021c1e1c2fadd3297aaae05b53334202,a9392ae2dcb654273e12717aafeb6e32f31621289c9beaa659312490e267c033,4c9c18114b9c88c3f0d512259bfae5194efc5adf712e48054cef65f1b41d18ff,28c1988a16176606b98bb698f364a8186a22f6fcf05c5eb9216ed183457dfb0d,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,9ae5ef94c2c2f696b42866d6b0cf034300db16fd0371724d0ef9a5b4e23d1c0a,tight-TPOT,ab6bb3c0f05b10c9b9410355410663a385ee49028f47a0d8e9ecf694af3197b0,False,False,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":false,""first_violation"":{""kind"":""network"",""object"":""slow-0"",""required"":335774872.8492105,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},""first_violations"":[{""kind"":""network"",""object"":""slow-0"",""required"":335774872.8492105,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-1"",""required"":335774872.8492105,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-2"",""required"":335774872.8492105,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-3"",""required"":335774872.8492105,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-4"",""required"":335774872.8492105,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-5"",""required"":335774872.8492105,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0},{""kind"":""network"",""object"":""slow-6"",""required"":335774872.8492105,""limit"":312500000.0,""time_s"":1.37384033203125,""side"":""post"",""num_prefill"":10,""num_decode"":0}],""events"":10,""drained"":false,""final_time_s"":1.37384033203125,""peak_prefill"":10,""peak_decode"":0,""peak_network_utilization"":1.0744795931174735,""peak_memory_bytes"":{""n0"":21577437696.0,""n1"":21577437696.0,""n2"":14433078272.0,""n3"":14433078272.0,""n4"":21577437696.0,""n5"":21577437696.0,""n6"":14433078272.0,""n7"":14433078272.0},""max_accounted_ttft_s"":2.9488344486138196,""max_accounted_tpot_s"":0.0,""trajectory_hash"":null,""runtime_s"":0.0010147999855689704}",5.2,0.3
